industry_name,total_emp,all_emp_tot,pct_emp
Utilities,76813535,4028073984,1.9069544230099225
Transportation & Warehousing,603742914,4028073984,14.988376986076728
Accomodation & Food Services,1262914277,4028073984,31.352807371871748
Construction,698214333,4028073984,17.333701808193997
"Agriculture, Forestry, Fishing & Hunting",121717122,4028073984,3.0217201194286702
"Mining, Quarrying, & Oil and Gas Extraction",59410101,4028073984,1.4749009386616072
Manufacturing,1205261702,4028073984,29.921538352757327
