state,year,industry_name,total_emp,all_emp_tot,pct_emp
Idaho,2015,Construction,433812,2498657,17.361806762592867
Idaho,2015,"Mining, Quarrying, & Oil and Gas Extraction",27920,2498657,1.11740026742366
Idaho,2015,Manufacturing,739068,2498657,29.57860962909275
Idaho,2016,Transportation & Warehousing,262385,2611309,10.048025721965496
Idaho,2016,Accomodation & Food Services,742510,2611309,28.434398227096064
Idaho,2016,"Agriculture, Forestry, Fishing & Hunting",294994,2611309,11.296786400996588
Idaho,2016,Utilities,43982,2611309,1.68428937364364
Idaho,2016,Construction,473495,2611309,18.132476853562714
Idaho,2016,"Mining, Quarrying, & Oil and Gas Extraction",28401,2611309,1.0876154449741489
Idaho,2016,Manufacturing,765542,2611309,29.316407977761344
Idaho,2017,Transportation & Warehousing,264743,2707815,9.776997320717996
Idaho,2017,Accomodation & Food Services,773360,2707815,28.56029677064349
Idaho,2017,"Agriculture, Forestry, Fishing & Hunting",295371,2707815,10.908093795181724
Idaho,2017,Utilities,43549,2707815,1.6082708752259662
Idaho,2017,Construction,512011,2707815,18.908640361324537
Idaho,2017,"Mining, Quarrying, & Oil and Gas Extraction",26108,2707815,0.9641722200371886
Idaho,2017,Manufacturing,792673,2707815,29.273528656869097
Idaho,2018,Transportation & Warehousing,279886,2825526,9.905624651834739
Idaho,2018,Accomodation & Food Services,806607,2825526,28.547144850197803
Idaho,2018,"Agriculture, Forestry, Fishing & Hunting",293044,2825526,10.371307855599277
Idaho,2018,Utilities,43976,2825526,1.5563827761627391
Idaho,2018,Construction,561921,2825526,19.887305938788035
Idaho,2018,"Mining, Quarrying, & Oil and Gas Extraction",26587,2825526,0.9409575420647341
Idaho,2018,Manufacturing,813505,2825526,28.791276385352678
Idaho,2019,Transportation & Warehousing,292330,2937205,9.952659075549715
Idaho,2019,Accomodation & Food Services,853857,2937205,29.070391749979997
Idaho,2019,"Agriculture, Forestry, Fishing & Hunting",291105,2937205,9.910952759511169
Idaho,2019,Utilities,43301,2937205,1.4742246455388712
Idaho,2019,Construction,608212,2937205,20.70716889015237
Idaho,2019,"Mining, Quarrying, & Oil and Gas Extraction",27551,2937205,0.938000582186126
Idaho,2019,Manufacturing,820849,2937205,27.946602297081753
Idaho,2020,Transportation & Warehousing,301829,2896999,10.418678087220604
Idaho,2020,Accomodation & Food Services,774344,2896999,26.729177331438496
Idaho,2020,"Agriculture, Forestry, Fishing & Hunting",294354,2896999,10.160652454488247
Idaho,2020,Utilities,43564,2896999,1.503763032020377
Idaho,2020,Construction,640620,2896999,22.113228206154023
Idaho,2020,"Mining, Quarrying, & Oil and Gas Extraction",29891,2896999,1.0317918646157629
Idaho,2020,Manufacturing,812397,2896999,28.042709024062486
Idaho,2021,Transportation & Warehousing,366126,3129293,11.699959064235916
Idaho,2021,Accomodation & Food Services,858661,3129293,27.439456771865085
Idaho,2021,"Agriculture, Forestry, Fishing & Hunting",289086,3129293,9.238061121154203
Idaho,2021,Utilities,44395,3129293,1.4186910589708284
Idaho,2021,Construction,695228,3129293,22.216775482513142
Idaho,2021,"Mining, Quarrying, & Oil and Gas Extraction",33420,3129293,1.0679728616016462
Idaho,2021,Manufacturing,842377,3129293,26.91908363965918
Idaho,2022,Manufacturing,872506,3283325,26.573854248361034
Idaho,2022,Transportation & Warehousing,366811,3283325,11.171936984611635
Idaho,2022,Accomodation & Food Services,907177,3283325,27.62982647164079
Idaho,2022,"Agriculture, Forestry, Fishing & Hunting",286776,3283325,8.73431658455986
Idaho,2022,Utilities,45402,3283325,1.382805540115584
Idaho,2022,Construction,770558,3283325,23.468831139165328
Idaho,2022,"Mining, Quarrying, & Oil and Gas Extraction",34095,3283325,1.0384290315457654
Illinois,2015,Utilities,289609,19498046,1.4853231959756379
Illinois,2015,Manufacturing,6986353,19498046,35.83104173618218
Illinois,2015,Transportation & Warehousing,3402099,19498046,17.44840995861842
Illinois,2015,Accomodation & Food Services,5914537,19498046,30.333998596577317
Illinois,2015,Construction,2580032,19498046,13.232259273570286
Illinois,2015,"Agriculture, Forestry, Fishing & Hunting",213955,19498046,1.0973150848038824
Illinois,2015,"Mining, Quarrying, & Oil and Gas Extraction",111461,19498046,0.5716521542722794
Illinois,2016,Utilities,291800,19725636,1.4792932405322696
Illinois,2016,Manufacturing,6907145,19725636,35.016082624661635
Illinois,2016,Transportation & Warehousing,3468227,19725636,17.58233296001204
Illinois,2016,Accomodation & Food Services,6101760,19725636,30.933147098527016
Illinois,2016,Construction,2637968,19725636,13.373297570734854
Illinois,2016,"Agriculture, Forestry, Fishing & Hunting",222800,19725636,1.1294946332782374
Illinois,2016,"Mining, Quarrying, & Oil and Gas Extraction",95936,19725636,0.4863518722539542
Illinois,2017,Utilities,294191,19966727,1.47340623227833
Illinois,2017,Manufacturing,6923142,19966727,34.67339439258122
Illinois,2017,Transportation & Warehousing,3533077,19966727,17.694822992271092
Illinois,2017,Accomodation & Food Services,6236160,19966727,31.2327603818092
Illinois,2017,Construction,2660178,19966727,13.323054900284859
Illinois,2017,"Agriculture, Forestry, Fishing & Hunting",226846,19966727,1.1361201062147042
Illinois,2017,"Mining, Quarrying, & Oil and Gas Extraction",93133,19966727,0.46644099456060073
Illinois,2018,Utilities,295413,20473728,1.4428881735656545
Illinois,2018,Manufacturing,7058903,20473728,34.477858648898724
Illinois,2018,Transportation & Warehousing,3784723,20473728,18.485754035610906
Illinois,2018,Accomodation & Food Services,6296805,20473728,30.755537047283234
Illinois,2018,Construction,2720462,20473728,13.287575179273652
Illinois,2018,"Agriculture, Forestry, Fishing & Hunting",223785,20473728,1.0930349372620365
Illinois,2018,"Mining, Quarrying, & Oil and Gas Extraction",93637,20473728,0.4573519781057949
Illinois,2019,Utilities,294068,20657248,1.4235584527038645
Illinois,2019,Manufacturing,7055815,20657248,34.15660692072826
Illinois,2019,Transportation & Warehousing,3890235,20657248,18.832300410974394
Illinois,2019,Accomodation & Food Services,6342320,20657248,30.702637640793196
Illinois,2019,Construction,2752874,20657248,13.326431478191092
Illinois,2019,"Agriculture, Forestry, Fishing & Hunting",223448,20657248,1.0816929728490454
Illinois,2019,"Mining, Quarrying, & Oil and Gas Extraction",98488,20657248,0.4767721237601446
Illinois,2020,Utilities,285938,18528810,1.543207577820702
Illinois,2020,Manufacturing,6681770,18528810,36.061517172446585
Illinois,2020,Transportation & Warehousing,3866547,18528810,20.867756752862164
Illinois,2020,Accomodation & Food Services,4779048,18528810,25.79252526201089
Illinois,2020,Construction,2616307,18528810,14.120210634142182
Illinois,2020,"Agriculture, Forestry, Fishing & Hunting",218043,18528810,1.1767782172735324
Illinois,2020,"Mining, Quarrying, & Oil and Gas Extraction",81157,18528810,0.4380043834439448
Illinois,2021,Utilities,279866,19033682,1.4703723641069553
Illinois,2021,Manufacturing,6676783,19033682,35.0787777162611
Illinois,2021,Transportation & Warehousing,3937384,19033682,20.68640213701164
Illinois,2021,Accomodation & Food Services,5160213,19033682,27.110955200365332
Illinois,2021,Construction,2680823,19033682,14.08462640071427
Illinois,2021,"Agriculture, Forestry, Fishing & Hunting",219904,19033682,1.155341357494572
Illinois,2021,"Mining, Quarrying, & Oil and Gas Extraction",78709,19033682,0.41352482404613045
Illinois,2022,Utilities,324312,20242752,1.6021141789416775
Illinois,2022,Manufacturing,6880463,20242752,33.98976087836279
Illinois,2022,Transportation & Warehousing,4174085,20242752,20.620145916918805
Illinois,2022,Accomodation & Food Services,5770710,20242752,28.50753691988125
Illinois,2022,Construction,2782368,20242752,13.745008583813108
Illinois,2022,"Agriculture, Forestry, Fishing & Hunting",228321,20242752,1.1279148210678074
Illinois,2022,"Mining, Quarrying, & Oil and Gas Extraction",82493,20242752,0.4075187010145656
Indiana,2015,Transportation & Warehousing,1622061,12959228,12.516648368251564
Indiana,2015,Accomodation & Food Services,3141078,12959228,24.238156779092087
Indiana,2015,Utilities,188805,12959228,1.4569154891016656
Indiana,2015,"Agriculture, Forestry, Fishing & Hunting",177000,12959228,1.3658220998966912
Indiana,2015,"Mining, Quarrying, & Oil and Gas Extraction",78239,12959228,0.6037319506995324
Indiana,2015,Construction,1525240,12959228,11.769528246589998
Indiana,2015,Manufacturing,6226805,12959228,48.04919706636846
Indiana,2016,Transportation & Warehousing,1676369,13166853,12.731736277453692
Indiana,2016,Accomodation & Food Services,3199821,13166853,24.302094053909464
Indiana,2016,Utilities,186670,13166853,1.417726771917329
Indiana,2016,Manufacturing,6271154,13166853,47.628343690022206
Indiana,2016,"Agriculture, Forestry, Fishing & Hunting",181735,13166853,1.3802462896790904
Indiana,2016,"Mining, Quarrying, & Oil and Gas Extraction",70875,13166853,0.5382835215066196
Indiana,2016,Construction,1580229,13166853,12.001569395511593
Indiana,2017,Transportation & Warehousing,1684373,13371634,12.596613099042345
Indiana,2017,Accomodation & Food Services,3213892,13371634,24.03514783608346
Indiana,2017,Utilities,188275,13371634,1.408017898186564
Indiana,2017,Manufacturing,6375748,13371634,47.681143531149594
Indiana,2017,"Agriculture, Forestry, Fishing & Hunting",183944,13371634,1.3756284385289037
Indiana,2017,"Mining, Quarrying, & Oil and Gas Extraction",68923,13371634,0.5154418674636174
Indiana,2017,Construction,1656479,13371634,12.388007329545514
Indiana,2018,Transportation & Warehousing,1841214,13708905,13.430788235821897
Indiana,2018,Accomodation & Food Services,3228243,13708905,23.548510986107203
Indiana,2018,Utilities,190242,13708905,1.387725715511195
Indiana,2018,Manufacturing,6502031,13708905,47.42925127863969
Indiana,2018,"Agriculture, Forestry, Fishing & Hunting",183514,13708905,1.3386481268927022
Indiana,2018,"Mining, Quarrying, & Oil and Gas Extraction",71321,13708905,0.5202530763762678
Indiana,2018,Construction,1692340,13708905,12.344822580651044
Indiana,2019,Transportation & Warehousing,1897773,13850869,13.701472449129366
Indiana,2019,Accomodation & Food Services,3263093,13850869,23.558760103788433
Indiana,2019,Utilities,188899,13850869,1.3638061265325663
Indiana,2019,Manufacturing,6493190,13850869,46.87929688743717
Indiana,2019,"Agriculture, Forestry, Fishing & Hunting",188238,13850869,1.3590338627850715
Indiana,2019,"Mining, Quarrying, & Oil and Gas Extraction",69461,13850869,0.5014920002492262
Indiana,2019,Construction,1750215,13850869,12.636138570078167
Indiana,2020,Transportation & Warehousing,1957251,12959772,15.10251106269462
Indiana,2020,Accomodation & Food Services,2780080,12959772,21.451611957370854
Indiana,2020,Utilities,190448,12959772,1.4695320257177364
Indiana,2020,Manufacturing,6053521,12959772,46.71008872686958
Indiana,2020,"Agriculture, Forestry, Fishing & Hunting",190148,12959772,1.4672171701786112
Indiana,2020,"Mining, Quarrying, & Oil and Gas Extraction",60311,12959772,0.46537084140060486
Indiana,2020,Construction,1728013,12959772,13.333668215767993
Indiana,2021,Transportation & Warehousing,2055723,13553484,15.167487562607517
Indiana,2021,Accomodation & Food Services,2975401,13553484,21.953034363710465
Indiana,2021,Utilities,186748,13553484,1.3778597444022511
Indiana,2021,Manufacturing,6295369,13553484,46.448344942156574
Indiana,2021,"Agriculture, Forestry, Fishing & Hunting",188732,13553484,1.3924980469966246
Indiana,2021,"Mining, Quarrying, & Oil and Gas Extraction",56477,13553484,0.4166972861000168
Indiana,2021,Construction,1795034,13553484,13.24407805402655
Indiana,2022,Manufacturing,6493394,14174578,45.81013981509714
Indiana,2022,Transportation & Warehousing,2172931,14174578,15.3297756024906
Indiana,2022,Accomodation & Food Services,3194842,14174578,22.539238910675156
Indiana,2022,Utilities,180978,14174578,1.276778751367413
Indiana,2022,"Agriculture, Forestry, Fishing & Hunting",191874,14174578,1.35364876471102
Indiana,2022,"Mining, Quarrying, & Oil and Gas Extraction",64199,14174578,0.45291648188750305
Indiana,2022,Construction,1876360,14174578,13.23750167377117
Iowa,2015,Transportation & Warehousing,800140,6157417,12.994734642789338
Iowa,2015,Construction,955749,6157417,15.521914465107692
Iowa,2015,Utilities,83823,6157417,1.3613338190348323
Iowa,2015,Manufacturing,2593999,6157417,42.12803842910103
Iowa,2015,Accomodation & Food Services,1465426,6157417,23.79936262234635
Iowa,2015,"Agriculture, Forestry, Fishing & Hunting",231646,6157417,3.762064515039342
Iowa,2015,"Mining, Quarrying, & Oil and Gas Extraction",26634,6157417,0.4325515065814123
Iowa,2016,Transportation & Warehousing,799747,6168375,12.965278537702392
Iowa,2016,Construction,985774,6168375,15.981097128498186
Iowa,2016,Utilities,77647,6168375,1.2587918211846718
Iowa,2016,Manufacturing,2565022,6168375,41.58343161691693
Iowa,2016,Accomodation & Food Services,1476802,6168375,23.94150809573024
Iowa,2016,"Agriculture, Forestry, Fishing & Hunting",237154,6168375,3.8446754615275496
Iowa,2016,"Mining, Quarrying, & Oil and Gas Extraction",26229,6168375,0.42521733844002674
Iowa,2017,Transportation & Warehousing,805653,6157510,13.08407132103724
Iowa,2017,Construction,928715,6157510,15.082638923850714
Iowa,2017,Utilities,77101,6157510,1.2521457537218779
Iowa,2017,Manufacturing,2590915,6157510,42.077316967410525
Iowa,2017,Accomodation & Food Services,1485095,6157510,24.118434237216018
Iowa,2017,"Agriculture, Forestry, Fishing & Hunting",242254,6157510,3.934285124993707
Iowa,2017,"Mining, Quarrying, & Oil and Gas Extraction",27777,6157510,0.45110767176991995
Iowa,2018,Transportation & Warehousing,817513,6272030,13.034264823350652
Iowa,2018,Construction,943553,6272030,15.04382153784341
Iowa,2018,Utilities,76704,6272030,1.2229533340880065
Iowa,2018,Manufacturing,2671030,6272030,42.586371557534
Iowa,2018,Accomodation & Food Services,1486311,6272030,23.697447237975584
Iowa,2018,"Agriculture, Forestry, Fishing & Hunting",247750,6272030,3.9500767694032075
Iowa,2018,"Mining, Quarrying, & Oil and Gas Extraction",29169,6272030,0.46506473980513485
Iowa,2019,Transportation & Warehousing,840991,6351369,13.24109810026783
Iowa,2019,Construction,955917,6351369,15.05056626374566
Iowa,2019,Utilities,74524,6351369,1.1733533353203065
Iowa,2019,Manufacturing,2713820,6351369,42.72811105763183
Iowa,2019,Accomodation & Food Services,1484945,6351369,23.379920140051695
Iowa,2019,"Agriculture, Forestry, Fishing & Hunting",252404,6351369,3.974009382859034
Iowa,2019,"Mining, Quarrying, & Oil and Gas Extraction",28768,6351369,0.4529417201236458
Iowa,2020,Transportation & Warehousing,828619,5947209,13.932905334250064
Iowa,2020,Construction,937510,5947209,15.763865033160934
Iowa,2020,Utilities,72622,5947209,1.2211106083542718
Iowa,2020,Manufacturing,2599374,5947209,43.70746008758058
Iowa,2020,Accomodation & Food Services,1234672,5947209,20.76052817380388
Iowa,2020,"Agriculture, Forestry, Fishing & Hunting",247601,5947209,4.163314253795352
Iowa,2020,"Mining, Quarrying, & Oil and Gas Extraction",26811,5947209,0.4508165090549197
Iowa,2021,Transportation & Warehousing,861256,6106257,14.104483319323114
Iowa,2021,Construction,958477,6106257,15.696637072432424
Iowa,2021,Utilities,70370,6106257,1.1524244721439008
Iowa,2021,Manufacturing,2617777,6106257,42.87040326013137
Iowa,2021,Accomodation & Food Services,1330652,6106257,21.791614732232855
Iowa,2021,"Agriculture, Forestry, Fishing & Hunting",241042,6106257,3.9474591390437714
Iowa,2021,"Mining, Quarrying, & Oil and Gas Extraction",26683,6106257,0.4369780046925637
Iowa,2022,Manufacturing,2683143,6303173,42.568131955127996
Iowa,2022,Transportation & Warehousing,878976,6303173,13.944976601467229
Iowa,2022,Construction,991338,6303173,15.727602589997133
Iowa,2022,Utilities,73131,6303173,1.1602251754790802
Iowa,2022,Accomodation & Food Services,1408001,6303173,22.337971685054494
Iowa,2022,"Agriculture, Forestry, Fishing & Hunting",242338,6303173,3.8446985351663363
Iowa,2022,"Mining, Quarrying, & Oil and Gas Extraction",26246,6303173,0.41639345770772906
Kansas,2015,Transportation & Warehousing,603547,4943462,12.20899442536425
Kansas,2015,Accomodation & Food Services,1315313,4943462,26.60712270064987
Kansas,2015,"Agriculture, Forestry, Fishing & Hunting",142238,4943462,2.877295304383851
Kansas,2015,Utilities,104726,4943462,2.1184748663992967
Kansas,2015,Construction,740654,4943462,14.982496072590424
Kansas,2015,"Mining, Quarrying, & Oil and Gas Extraction",102059,4943462,2.0645248208644067
Kansas,2015,Manufacturing,1934925,4943462,39.141091809747905
Kansas,2016,Transportation & Warehousing,636102,4965726,12.809848952600284
Kansas,2016,Accomodation & Food Services,1328320,4965726,26.749764284215438
Kansas,2016,"Agriculture, Forestry, Fishing & Hunting",147332,4965726,2.9669780410759676
Kansas,2016,Utilities,103730,4965726,2.0889191228029897
Kansas,2016,Construction,744575,4965726,14.994282809804648
Kansas,2016,"Mining, Quarrying, & Oil and Gas Extraction",82053,4965726,1.6523867809057526
Kansas,2016,Manufacturing,1923614,4965726,38.737820008594916
Kansas,2017,Transportation & Warehousing,677144,5016662,13.497899599375044
Kansas,2017,Accomodation & Food Services,1339027,5016662,26.69159293570107
Kansas,2017,"Agriculture, Forestry, Fishing & Hunting",147469,5016662,2.939584129845702
Kansas,2017,Utilities,102597,5016662,2.0451248260297388
Kansas,2017,Construction,731404,5016662,14.579495289895949
Kansas,2017,"Mining, Quarrying, & Oil and Gas Extraction",80813,5016662,1.6108918639525645
Kansas,2017,Manufacturing,1938208,5016662,38.635411355199935
Kansas,2018,Transportation & Warehousing,709998,5111635,13.88984150863667
Kansas,2018,Accomodation & Food Services,1346440,5111635,26.34069138348102
Kansas,2018,"Agriculture, Forestry, Fishing & Hunting",150321,5111635,2.940761615412681
Kansas,2018,Utilities,100186,5111635,1.9599599736679165
Kansas,2018,Construction,742939,5111635,14.534273280467014
Kansas,2018,"Mining, Quarrying, & Oil and Gas Extraction",81084,5111635,1.5862634949482897
Kansas,2018,Manufacturing,1980667,5111635,38.748208743386414
Kansas,2019,Transportation & Warehousing,748375,5216867,14.345295749345343
Kansas,2019,Accomodation & Food Services,1357449,5216867,26.020387332090316
Kansas,2019,"Agriculture, Forestry, Fishing & Hunting",151252,5216867,2.899288020952039
Kansas,2019,Utilities,98929,5216867,1.8963297320019852
Kansas,2019,Construction,773527,5216867,14.827424199236821
Kansas,2019,"Mining, Quarrying, & Oil and Gas Extraction",80985,5216867,1.5523685000978555
Kansas,2019,Manufacturing,2006350,5216867,38.458906466275636
Kansas,2020,Transportation & Warehousing,757330,4920327,15.39186318307706
Kansas,2020,Accomodation & Food Services,1169050,4920327,23.759599717661043
Kansas,2020,"Agriculture, Forestry, Fishing & Hunting",153284,4920327,3.1153214003866
Kansas,2020,Utilities,98836,4920327,2.0087282816772136
Kansas,2020,Construction,766418,4920327,15.576566354228083
Kansas,2020,"Mining, Quarrying, & Oil and Gas Extraction",70000,4920327,1.4226696721579684
Kansas,2020,Manufacturing,1905409,4920327,38.72525139081203
Kansas,2021,Transportation & Warehousing,815282,5104255,15.972595413042647
Kansas,2021,Accomodation & Food Services,1264227,5104255,24.768100339814527
Kansas,2021,"Agriculture, Forestry, Fishing & Hunting",152799,5104255,2.9935612542868646
Kansas,2021,Utilities,96684,5104255,1.8941843618706353
Kansas,2021,Construction,775867,5104255,15.20039653191308
Kansas,2021,"Mining, Quarrying, & Oil and Gas Extraction",70623,5104255,1.3836103407843063
Kansas,2021,Manufacturing,1928773,5104255,37.78755175828794
Kansas,2022,Transportation & Warehousing,853214,5333571,15.997049631475798
Kansas,2022,Accomodation & Food Services,1343615,5333571,25.191658646711556
Kansas,2022,"Agriculture, Forestry, Fishing & Hunting",152945,5333571,2.867590962977712
Kansas,2022,Utilities,94937,5333571,1.7799894292210603
Kansas,2022,Construction,785736,5333571,14.73189350999546
Kansas,2022,"Mining, Quarrying, & Oil and Gas Extraction",74274,5333571,1.3925754433568054
Kansas,2022,Manufacturing,2028850,5333571,38.039242376261605
Kentucky,2015,"Agriculture, Forestry, Fishing & Hunting",98720,7437043,1.327409294258484
Kentucky,2015,Utilities,149863,7437043,2.0150885237587035
Kentucky,2015,Transportation & Warehousing,1214222,7437043,16.32667714843117
Kentucky,2015,Accomodation & Food Services,2003345,7437043,26.93738627032276
Kentucky,2015,Construction,910041,7437043,12.236597260497216
Kentucky,2015,"Mining, Quarrying, & Oil and Gas Extraction",164717,7437043,2.214818443297961
Kentucky,2015,Manufacturing,2896135,7437043,38.9420230594337
Kentucky,2016,"Agriculture, Forestry, Fishing & Hunting",100295,7614164,1.3172161776394624
Kentucky,2016,Utilities,150743,7614164,1.9797708586261078
Kentucky,2016,Transportation & Warehousing,1276644,7614164,16.766699535234597
Kentucky,2016,Accomodation & Food Services,2063514,7614164,27.100992308544967
Kentucky,2016,Construction,922798,7614164,12.119492041411243
Kentucky,2016,"Mining, Quarrying, & Oil and Gas Extraction",123441,7614164,1.6212022751283004
Kentucky,2016,Manufacturing,2976729,7614164,39.094626803415316
Kentucky,2017,"Agriculture, Forestry, Fishing & Hunting",100321,7709294,1.3012994445405766
Kentucky,2017,Utilities,151817,7709294,1.9692724132715655
Kentucky,2017,Transportation & Warehousing,1315900,7709294,17.06900787542932
Kentucky,2017,Accomodation & Food Services,2090085,7709294,27.111237423297123
Kentucky,2017,Construction,929436,7709294,12.056045598987405
Kentucky,2017,"Mining, Quarrying, & Oil and Gas Extraction",119572,7709294,1.551011026431214
Kentucky,2017,Manufacturing,3002163,7709294,38.942126218042795
Kentucky,2018,"Agriculture, Forestry, Fishing & Hunting",102620,7798043,1.3159711994406802
Kentucky,2018,Utilities,152037,7798043,1.9496814777758984
Kentucky,2018,Transportation & Warehousing,1370865,7798043,17.57960298500534
Kentucky,2018,Accomodation & Food Services,2097959,7798043,26.903660315799748
Kentucky,2018,Construction,936661,7798043,12.01148801051751
Kentucky,2018,"Mining, Quarrying, & Oil and Gas Extraction",120448,7798043,1.5445926625436666
Kentucky,2018,Manufacturing,3017453,7798043,38.695003348917155
Kentucky,2019,"Agriculture, Forestry, Fishing & Hunting",107387,7936627,1.3530559014553663
Kentucky,2019,Utilities,151795,7936627,1.9125883073502132
Kentucky,2019,Transportation & Warehousing,1424634,7936627,17.950119112313075
Kentucky,2019,Accomodation & Food Services,2134344,7936627,26.89233096125092
Kentucky,2019,Construction,967158,7936627,12.186007985508201
Kentucky,2019,"Mining, Quarrying, & Oil and Gas Extraction",119802,7936627,1.5094825547427138
Kentucky,2019,Manufacturing,3031507,7936627,38.196415177379514
Kentucky,2020,"Agriculture, Forestry, Fishing & Hunting",105938,7337904,1.4437092662972968
Kentucky,2020,Utilities,150170,7337904,2.046497201380667
Kentucky,2020,Transportation & Warehousing,1466555,7337904,19.98602053120346
Kentucky,2020,Accomodation & Food Services,1764749,7337904,24.049769525466672
Kentucky,2020,Construction,936709,7337904,12.765348252034913
Kentucky,2020,"Mining, Quarrying, & Oil and Gas Extraction",87019,7337904,1.1858835983681444
Kentucky,2020,Manufacturing,2826764,7337904,38.52277162524885
Kentucky,2021,"Agriculture, Forestry, Fishing & Hunting",108715,7718071,1.4085773504804504
Kentucky,2021,Utilities,151052,7718071,1.9571211511270108
Kentucky,2021,Transportation & Warehousing,1575494,7718071,20.41305398719447
Kentucky,2021,Accomodation & Food Services,1923907,7718071,24.92730372653996
Kentucky,2021,Construction,955302,7718071,12.377471002793316
Kentucky,2021,"Mining, Quarrying, & Oil and Gas Extraction",88048,7718071,1.1408031877395273
Kentucky,2021,Manufacturing,2915553,7718071,37.77566959412527
Kentucky,2022,"Agriculture, Forestry, Fishing & Hunting",107958,8122237,1.3291658443357415
Kentucky,2022,Utilities,150293,8122237,1.85038924621382
Kentucky,2022,Manufacturing,3021392,8122237,37.19901303052349
Kentucky,2022,Transportation & Warehousing,1672024,8122237,20.585757347390874
Kentucky,2022,Accomodation & Food Services,2072353,8122237,25.514559597312907
Kentucky,2022,Construction,1002691,8122237,12.345010370911364
Kentucky,2022,"Mining, Quarrying, & Oil and Gas Extraction",95526,8122237,1.1761045633118068
Louisiana,2015,Manufacturing,1725509,7657948,22.532263212024944
Louisiana,2015,Transportation & Warehousing,1000825,7657948,13.069101539994787
Louisiana,2015,Accomodation & Food Services,2377620,7657948,31.047742815699454
Louisiana,2015,Utilities,163838,7657948,2.1394504115201616
Louisiana,2015,Construction,1735333,7657948,22.66054823041368
Louisiana,2015,"Agriculture, Forestry, Fishing & Hunting",111555,7657948,1.4567218267870192
Louisiana,2015,"Mining, Quarrying, & Oil and Gas Extraction",543268,7657948,7.09417196355995
Louisiana,2016,Manufacturing,1630588,7435801,21.928881636289084
Louisiana,2016,Transportation & Warehousing,942799,7435801,12.67918547040191
Louisiana,2016,Accomodation & Food Services,2429326,7435801,32.67066991168806
Louisiana,2016,Utilities,161714,7435801,2.1748026876996844
Louisiana,2016,Construction,1726446,7435801,23.218023182707554
Louisiana,2016,"Agriculture, Forestry, Fishing & Hunting",114567,7435801,1.5407486026051531
Louisiana,2016,"Mining, Quarrying, & Oil and Gas Extraction",430361,7435801,5.7876885086085545
Louisiana,2017,Manufacturing,1616300,7470811,21.63486668314859
Louisiana,2017,Transportation & Warehousing,923838,7470811,12.365966693575837
Louisiana,2017,Accomodation & Food Services,2448667,7470811,32.776454925710205
Louisiana,2017,Construction,1812810,7470811,24.265237067300994
Louisiana,2017,"Agriculture, Forestry, Fishing & Hunting",112495,7470811,1.505793681569511
Louisiana,2017,Utilities,162183,7470811,2.1708888097958843
Louisiana,2017,"Mining, Quarrying, & Oil and Gas Extraction",394518,7470811,5.280792138898977
Louisiana,2018,Manufacturing,1626272,7635884,21.2977567495787
Louisiana,2018,Transportation & Warehousing,958754,7635884,12.5559005348955
Louisiana,2018,Accomodation & Food Services,2491441,7635884,32.628062448303304
Louisiana,2018,Construction,1872108,7635884,24.517239916164257
Louisiana,2018,"Agriculture, Forestry, Fishing & Hunting",110540,7635884,1.4476385445352495
Louisiana,2018,Utilities,164129,7635884,2.1494433388459018
Louisiana,2018,"Mining, Quarrying, & Oil and Gas Extraction",412640,7635884,5.403958467677089
Louisiana,2019,Manufacturing,1652921,7592496,21.770455987069337
Louisiana,2019,Transportation & Warehousing,996520,7592496,13.12506453740641
Louisiana,2019,Accomodation & Food Services,2499511,7592496,32.92080759739617
Louisiana,2019,Construction,1752643,7592496,23.08388440375866
Louisiana,2019,"Agriculture, Forestry, Fishing & Hunting",109423,7592496,1.4411993104770815
Louisiana,2019,Utilities,162277,7592496,2.1373340203274394
Louisiana,2019,"Mining, Quarrying, & Oil and Gas Extraction",419201,7592496,5.521254143564909
Louisiana,2020,Manufacturing,1577344,6641300,23.750530769578244
Louisiana,2020,Transportation & Warehousing,944675,6641300,14.224248264646983
Louisiana,2020,Accomodation & Food Services,2001121,6641300,30.13146522518182
Louisiana,2020,Construction,1505431,6641300,22.66771565807899
Louisiana,2020,"Agriculture, Forestry, Fishing & Hunting",105283,6641300,1.5852769789047327
Louisiana,2020,Utilities,159722,6641300,2.404980952524355
Louisiana,2020,"Mining, Quarrying, & Oil and Gas Extraction",347724,6641300,5.235782151084878
Louisiana,2021,Manufacturing,1549121,6824586,22.699120503426876
Louisiana,2021,Transportation & Warehousing,964807,6824586,14.137223855044102
Louisiana,2021,Accomodation & Food Services,2132241,6824586,31.2435215850456
Louisiana,2021,Construction,1600144,6824586,23.446755598068513
Louisiana,2021,"Agriculture, Forestry, Fishing & Hunting",103399,6824586,1.5150955677018356
Louisiana,2021,Utilities,143345,6824586,2.1004204504126696
Louisiana,2021,"Mining, Quarrying, & Oil and Gas Extraction",331529,6824586,4.8578624403004085
Louisiana,2022,Manufacturing,1612789,7098018,22.72168089739981
Louisiana,2022,Transportation & Warehousing,1023788,7098018,14.42357570803568
Louisiana,2022,Accomodation & Food Services,2265142,7098018,31.912316931289837
Louisiana,2022,Construction,1595838,7098018,22.482867752659967
Louisiana,2022,"Agriculture, Forestry, Fishing & Hunting",100623,7098018,1.4176210880276718
Louisiana,2022,Utilities,150727,7098018,2.12350828076232
Louisiana,2022,"Mining, Quarrying, & Oil and Gas Extraction",349111,7098018,4.918429341824718
