state,year,industry_name,N,total,pct
SOUTH DAKOTA,2022,Accomodation & Food Services,1,36,2.77777777777778
SOUTH DAKOTA,2022,Construction,8,36,22.2222222222222
SOUTH DAKOTA,2022,Utilities,2,36,5.55555555555556
SOUTH DAKOTA,2022,"Agriculture, Forestry, Fishing & Hunting",4,36,11.1111111111111
TENNESSEE,2015,Manufacturing,1,15,6.66666666666667
TENNESSEE,2015,Transportation & Warehousing,9,15,60
TENNESSEE,2015,Construction,2,15,13.3333333333333
TENNESSEE,2015,Utilities,3,15,20
TENNESSEE,2016,Manufacturing,1,12,8.33333333333333
TENNESSEE,2016,Transportation & Warehousing,6,12,50
TENNESSEE,2016,Construction,3,12,25
TENNESSEE,2016,Utilities,2,12,16.6666666666667
TENNESSEE,2017,Transportation & Warehousing,2,4,50
TENNESSEE,2017,Construction,2,4,50
TENNESSEE,2018,Transportation & Warehousing,2,8,25
TENNESSEE,2018,"Mining, Quarrying, & Oil and Gas Extraction",1,8,12.5
TENNESSEE,2018,Construction,1,8,12.5
TENNESSEE,2018,Utilities,4,8,50
TENNESSEE,2019,Transportation & Warehousing,3,5,60
TENNESSEE,2019,Utilities,2,5,40
TENNESSEE,2020,Manufacturing,1,2,50
TENNESSEE,2020,Transportation & Warehousing,1,2,50
TENNESSEE,2021,Transportation & Warehousing,3,5,60
TENNESSEE,2021,Construction,1,5,20
TENNESSEE,2021,Utilities,1,5,20
TENNESSEE,2022,Manufacturing,1,6,16.6666666666667
TENNESSEE,2022,Transportation & Warehousing,3,6,50
TENNESSEE,2022,Construction,1,6,16.6666666666667
TENNESSEE,2022,Utilities,1,6,16.6666666666667
TEXAS,2015,Manufacturing,419,1182,35.4483925549915
TEXAS,2015,Transportation & Warehousing,151,1182,12.7749576988156
TEXAS,2015,"Mining, Quarrying, & Oil and Gas Extraction",156,1182,13.1979695431472
TEXAS,2015,Accomodation & Food Services,36,1182,3.04568527918782
TEXAS,2015,Construction,357,1182,30.2030456852792
TEXAS,2015,Utilities,19,1182,1.60744500846024
TEXAS,2015,"Agriculture, Forestry, Fishing & Hunting",44,1182,3.72250423011844
TEXAS,2016,Manufacturing,424,1124,37.7224199288256
TEXAS,2016,Transportation & Warehousing,124,1124,11.0320284697509
TEXAS,2016,"Mining, Quarrying, & Oil and Gas Extraction",123,1124,10.9430604982206
TEXAS,2016,Accomodation & Food Services,32,1124,2.84697508896797
TEXAS,2016,Construction,374,1124,33.2740213523132
TEXAS,2016,Utilities,16,1124,1.42348754448399
TEXAS,2016,"Agriculture, Forestry, Fishing & Hunting",31,1124,2.75800711743772
TEXAS,2017,Manufacturing,441,1246,35.3932584269663
TEXAS,2017,Transportation & Warehousing,152,1246,12.199036918138
TEXAS,2017,"Mining, Quarrying, & Oil and Gas Extraction",207,1246,16.6131621187801
TEXAS,2017,Accomodation & Food Services,35,1246,2.80898876404494
TEXAS,2017,Construction,354,1246,28.4109149277689
TEXAS,2017,Utilities,28,1246,2.24719101123596
TEXAS,2017,"Agriculture, Forestry, Fishing & Hunting",29,1246,2.32744783306581
TEXAS,2018,Manufacturing,488,1311,37.2234935163997
TEXAS,2018,Transportation & Warehousing,157,1311,11.9755911517925
TEXAS,2018,"Mining, Quarrying, & Oil and Gas Extraction",220,1311,16.7810831426392
TEXAS,2018,Accomodation & Food Services,36,1311,2.74599542334096
TEXAS,2018,Construction,353,1311,26.9260106788711
TEXAS,2018,Utilities,22,1311,1.67810831426392
TEXAS,2018,"Agriculture, Forestry, Fishing & Hunting",35,1311,2.6697177726926
TEXAS,2019,Manufacturing,476,1356,35.1032448377581
TEXAS,2019,Transportation & Warehousing,150,1356,11.0619469026549
TEXAS,2019,"Mining, Quarrying, & Oil and Gas Extraction",205,1356,15.117994100295
TEXAS,2019,Accomodation & Food Services,33,1356,2.43362831858407
TEXAS,2019,Construction,420,1356,30.9734513274336
TEXAS,2019,Utilities,32,1356,2.35988200589971
TEXAS,2019,"Agriculture, Forestry, Fishing & Hunting",40,1356,2.94985250737463
TEXAS,2020,Manufacturing,388,1031,37.6333656644035
TEXAS,2020,Transportation & Warehousing,130,1031,12.6091173617847
TEXAS,2020,"Mining, Quarrying, & Oil and Gas Extraction",87,1031,8.43840931134821
TEXAS,2020,Accomodation & Food Services,28,1031,2.71580989330747
TEXAS,2020,Construction,341,1031,33.074684772066
TEXAS,2020,Utilities,30,1031,2.909796314258
TEXAS,2020,"Agriculture, Forestry, Fishing & Hunting",27,1031,2.6188166828322
TEXAS,2021,Manufacturing,361,922,39.1540130151844
TEXAS,2021,Transportation & Warehousing,122,922,13.2321041214751
TEXAS,2021,"Mining, Quarrying, & Oil and Gas Extraction",75,922,8.13449023861171
TEXAS,2021,Accomodation & Food Services,32,922,3.470715835141
TEXAS,2021,Construction,291,922,31.5618221258135
TEXAS,2021,Utilities,22,922,2.38611713665944
TEXAS,2021,"Agriculture, Forestry, Fishing & Hunting",19,922,2.06073752711497
TEXAS,2022,Manufacturing,322,805,40
TEXAS,2022,Transportation & Warehousing,90,805,11.1801242236025
TEXAS,2022,"Mining, Quarrying, & Oil and Gas Extraction",116,805,14.4099378881988
TEXAS,2022,Accomodation & Food Services,28,805,3.47826086956522
TEXAS,2022,Construction,216,805,26.832298136646
TEXAS,2022,Utilities,12,805,1.49068322981366
TEXAS,2022,"Agriculture, Forestry, Fishing & Hunting",21,805,2.60869565217391
UTAH,2015,Transportation & Warehousing,2,2,100
UTAH,2016,Transportation & Warehousing,2,3,66.6666666666667
UTAH,2016,Construction,1,3,33.3333333333333
UTAH,2017,Transportation & Warehousing,3,4,75
UTAH,2017,Construction,1,4,25
UTAH,2019,Manufacturing,2,3,66.6666666666667
UTAH,2019,Transportation & Warehousing,1,3,33.3333333333333
UTAH,2020,Transportation & Warehousing,1,3,33.3333333333333
UTAH,2020,Construction,1,3,33.3333333333333
UTAH,2020,"Agriculture, Forestry, Fishing & Hunting",1,3,33.3333333333333
UTAH,2021,Transportation & Warehousing,3,5,60
UTAH,2021,"Agriculture, Forestry, Fishing & Hunting",2,5,40
UTAH,2022,Transportation & Warehousing,1,1,100
VERMONT,2015,Transportation & Warehousing,1,1,100
VERMONT,2016,Transportation & Warehousing,1,1,100
VERMONT,2017,Transportation & Warehousing,1,1,100
VERMONT,2021,Transportation & Warehousing,3,3,100
VERMONT,2022,"Agriculture, Forestry, Fishing & Hunting",1,1,100
VIRGIN ISLANDS,2015,Construction,1,1,100
VIRGIN ISLANDS,2017,Construction,2,2,100
VIRGIN ISLANDS,2018,Construction,3,3,100
VIRGIN ISLANDS,2019,Manufacturing,1,4,25
VIRGIN ISLANDS,2019,Transportation & Warehousing,1,4,25
VIRGIN ISLANDS,2019,Construction,2,4,50
VIRGIN ISLANDS,2021,Construction,1,1,100
VIRGIN ISLANDS,2022,Construction,1,1,100
VIRGINIA,2015,Manufacturing,20,35,57.1428571428571
VIRGINIA,2015,Transportation & Warehousing,8,35,22.8571428571429
VIRGINIA,2015,Construction,4,35,11.4285714285714
VIRGINIA,2015,Utilities,1,35,2.85714285714286
VIRGINIA,2015,"Agriculture, Forestry, Fishing & Hunting",2,35,5.71428571428571
VIRGINIA,2016,Manufacturing,20,39,51.2820512820513
VIRGINIA,2016,Transportation & Warehousing,11,39,28.2051282051282
VIRGINIA,2016,Construction,8,39,20.5128205128205
VIRGINIA,2017,Manufacturing,10,20,50
VIRGINIA,2017,Transportation & Warehousing,8,20,40
VIRGINIA,2017,Construction,1,20,5
VIRGINIA,2017,"Agriculture, Forestry, Fishing & Hunting",1,20,5
VIRGINIA,2018,Manufacturing,13,21,61.9047619047619
VIRGINIA,2018,Transportation & Warehousing,6,21,28.5714285714286
VIRGINIA,2018,Construction,1,21,4.76190476190476
VIRGINIA,2018,"Agriculture, Forestry, Fishing & Hunting",1,21,4.76190476190476
VIRGINIA,2019,Manufacturing,11,19,57.8947368421053
VIRGINIA,2019,Transportation & Warehousing,6,19,31.5789473684211
VIRGINIA,2019,Construction,2,19,10.5263157894737
VIRGINIA,2020,Manufacturing,16,25,64
VIRGINIA,2020,Transportation & Warehousing,5,25,20
VIRGINIA,2020,"Mining, Quarrying, & Oil and Gas Extraction",1,25,4
VIRGINIA,2020,Construction,3,25,12
VIRGINIA,2021,Manufacturing,17,28,60.7142857142857
VIRGINIA,2021,Transportation & Warehousing,6,28,21.4285714285714
VIRGINIA,2021,Construction,5,28,17.8571428571429
VIRGINIA,2022,Manufacturing,8,10,80
VIRGINIA,2022,Transportation & Warehousing,1,10,10
VIRGINIA,2022,Construction,1,10,10
WASHINGTON,2015,Manufacturing,5,9,55.5555555555556
WASHINGTON,2015,Transportation & Warehousing,4,9,44.4444444444444
WASHINGTON,2016,Manufacturing,2,16,12.5
WASHINGTON,2016,Transportation & Warehousing,10,16,62.5
WASHINGTON,2016,Construction,1,16,6.25
WASHINGTON,2016,Utilities,1,16,6.25
WASHINGTON,2016,"Agriculture, Forestry, Fishing & Hunting",2,16,12.5
WASHINGTON,2017,Manufacturing,4,8,50
WASHINGTON,2017,Transportation & Warehousing,2,8,25
WASHINGTON,2017,Construction,2,8,25
WASHINGTON,2018,Manufacturing,3,9,33.3333333333333
WASHINGTON,2018,Transportation & Warehousing,3,9,33.3333333333333
WASHINGTON,2018,Construction,2,9,22.2222222222222
WASHINGTON,2018,Utilities,1,9,11.1111111111111
WASHINGTON,2019,Manufacturing,4,9,44.4444444444444
WASHINGTON,2019,Transportation & Warehousing,4,9,44.4444444444444
WASHINGTON,2019,Construction,1,9,11.1111111111111
WASHINGTON,2020,Manufacturing,3,13,23.0769230769231
WASHINGTON,2020,Transportation & Warehousing,5,13,38.4615384615385
WASHINGTON,2020,Construction,2,13,15.3846153846154
WASHINGTON,2020,Utilities,1,13,7.69230769230769
WASHINGTON,2020,"Agriculture, Forestry, Fishing & Hunting",2,13,15.3846153846154
WASHINGTON,2021,Manufacturing,4,10,40
WASHINGTON,2021,Transportation & Warehousing,5,10,50
WASHINGTON,2021,Construction,1,10,10
WASHINGTON,2022,Manufacturing,5,10,50
WASHINGTON,2022,Transportation & Warehousing,5,10,50
WEST VIRGINIA,2015,Manufacturing,39,77,50.6493506493507
WEST VIRGINIA,2015,Transportation & Warehousing,3,77,3.8961038961039
WEST VIRGINIA,2015,"Mining, Quarrying, & Oil and Gas Extraction",7,77,9.09090909090909
WEST VIRGINIA,2015,Accomodation & Food Services,2,77,2.5974025974026
WEST VIRGINIA,2015,Construction,25,77,32.4675324675325
WEST VIRGINIA,2015,Utilities,1,77,1.2987012987013
WEST VIRGINIA,2016,Manufacturing,35,67,52.2388059701493
WEST VIRGINIA,2016,Transportation & Warehousing,4,67,5.97014925373134
WEST VIRGINIA,2016,"Mining, Quarrying, & Oil and Gas Extraction",9,67,13.4328358208955
WEST VIRGINIA,2016,Accomodation & Food Services,1,67,1.49253731343284
WEST VIRGINIA,2016,Construction,14,67,20.8955223880597
WEST VIRGINIA,2016,Utilities,2,67,2.98507462686567
WEST VIRGINIA,2016,"Agriculture, Forestry, Fishing & Hunting",2,67,2.98507462686567
WEST VIRGINIA,2017,Manufacturing,25,69,36.231884057971
WEST VIRGINIA,2017,Transportation & Warehousing,11,69,15.9420289855072
WEST VIRGINIA,2017,"Mining, Quarrying, & Oil and Gas Extraction",10,69,14.4927536231884
WEST VIRGINIA,2017,Accomodation & Food Services,2,69,2.89855072463768
WEST VIRGINIA,2017,Construction,18,69,26.0869565217391
WEST VIRGINIA,2017,Utilities,3,69,4.34782608695652
WEST VIRGINIA,2018,Manufacturing,34,77,44.1558441558442
WEST VIRGINIA,2018,Transportation & Warehousing,6,77,7.79220779220779
WEST VIRGINIA,2018,"Mining, Quarrying, & Oil and Gas Extraction",8,77,10.3896103896104
WEST VIRGINIA,2018,Accomodation & Food Services,7,77,9.09090909090909
WEST VIRGINIA,2018,Construction,19,77,24.6753246753247
WEST VIRGINIA,2018,Utilities,2,77,2.5974025974026
WEST VIRGINIA,2018,"Agriculture, Forestry, Fishing & Hunting",1,77,1.2987012987013
WEST VIRGINIA,2019,Manufacturing,34,67,50.7462686567164
WEST VIRGINIA,2019,Transportation & Warehousing,4,67,5.97014925373134
WEST VIRGINIA,2019,"Mining, Quarrying, & Oil and Gas Extraction",11,67,16.4179104477612
WEST VIRGINIA,2019,Accomodation & Food Services,2,67,2.98507462686567
WEST VIRGINIA,2019,Construction,15,67,22.3880597014925
WEST VIRGINIA,2019,Utilities,1,67,1.49253731343284
WEST VIRGINIA,2020,Manufacturing,30,59,50.8474576271187
WEST VIRGINIA,2020,Transportation & Warehousing,4,59,6.77966101694915
WEST VIRGINIA,2020,"Mining, Quarrying, & Oil and Gas Extraction",5,59,8.47457627118644
WEST VIRGINIA,2020,Accomodation & Food Services,2,59,3.38983050847458
WEST VIRGINIA,2020,Construction,16,59,27.1186440677966
WEST VIRGINIA,2020,"Agriculture, Forestry, Fishing & Hunting",2,59,3.38983050847458
WEST VIRGINIA,2021,Manufacturing,23,54,42.5925925925926
WEST VIRGINIA,2021,Transportation & Warehousing,4,54,7.40740740740741
WEST VIRGINIA,2021,"Mining, Quarrying, & Oil and Gas Extraction",7,54,12.962962962963
WEST VIRGINIA,2021,Accomodation & Food Services,1,54,1.85185185185185
WEST VIRGINIA,2021,Construction,16,54,29.6296296296296
WEST VIRGINIA,2021,Utilities,2,54,3.7037037037037
WEST VIRGINIA,2021,"Agriculture, Forestry, Fishing & Hunting",1,54,1.85185185185185
WEST VIRGINIA,2022,Manufacturing,22,41,53.6585365853659
WEST VIRGINIA,2022,Transportation & Warehousing,4,41,9.75609756097561
WEST VIRGINIA,2022,"Mining, Quarrying, & Oil and Gas Extraction",4,41,9.75609756097561
WEST VIRGINIA,2022,Accomodation & Food Services,3,41,7.31707317073171
WEST VIRGINIA,2022,Construction,6,41,14.6341463414634
WEST VIRGINIA,2022,Utilities,1,41,2.4390243902439
WEST VIRGINIA,2022,"Agriculture, Forestry, Fishing & Hunting",1,41,2.4390243902439
WISCONSIN,2015,Manufacturing,235,320,73.4375
WISCONSIN,2015,Transportation & Warehousing,21,320,6.5625
WISCONSIN,2015,Accomodation & Food Services,4,320,1.25
WISCONSIN,2015,Construction,56,320,17.5
WISCONSIN,2015,Utilities,3,320,0.9375
WISCONSIN,2015,"Agriculture, Forestry, Fishing & Hunting",1,320,0.3125
WISCONSIN,2016,Manufacturing,240,326,73.6196319018405
WISCONSIN,2016,Transportation & Warehousing,18,326,5.52147239263804
WISCONSIN,2016,Accomodation & Food Services,4,326,1.22699386503067
WISCONSIN,2016,Construction,54,326,16.5644171779141
WISCONSIN,2016,Utilities,2,326,0.613496932515337
WISCONSIN,2016,"Agriculture, Forestry, Fishing & Hunting",8,326,2.45398773006135
WISCONSIN,2017,Manufacturing,258,351,73.5042735042735
WISCONSIN,2017,Transportation & Warehousing,22,351,6.26780626780627
WISCONSIN,2017,Accomodation & Food Services,7,351,1.99430199430199
WISCONSIN,2017,Construction,54,351,15.3846153846154
WISCONSIN,2017,Utilities,3,351,0.854700854700855
WISCONSIN,2017,"Agriculture, Forestry, Fishing & Hunting",7,351,1.99430199430199
WISCONSIN,2018,Manufacturing,263,353,74.5042492917847
WISCONSIN,2018,Transportation & Warehousing,16,353,4.53257790368272
WISCONSIN,2018,Accomodation & Food Services,4,353,1.13314447592068
WISCONSIN,2018,Construction,60,353,16.9971671388102
WISCONSIN,2018,"Agriculture, Forestry, Fishing & Hunting",10,353,2.8328611898017
WISCONSIN,2019,Manufacturing,213,299,71.2374581939799
WISCONSIN,2019,Transportation & Warehousing,19,299,6.35451505016722
WISCONSIN,2019,Accomodation & Food Services,7,299,2.34113712374582
WISCONSIN,2019,Construction,47,299,15.7190635451505
WISCONSIN,2019,Utilities,5,299,1.67224080267559
WISCONSIN,2019,"Agriculture, Forestry, Fishing & Hunting",8,299,2.67558528428094
WISCONSIN,2020,Manufacturing,182,261,69.7318007662835
WISCONSIN,2020,Transportation & Warehousing,18,261,6.89655172413793
WISCONSIN,2020,"Mining, Quarrying, & Oil and Gas Extraction",1,261,0.383141762452107
WISCONSIN,2020,Accomodation & Food Services,5,261,1.91570881226054
WISCONSIN,2020,Construction,47,261,18.007662835249
WISCONSIN,2020,Utilities,4,261,1.53256704980843
WISCONSIN,2020,"Agriculture, Forestry, Fishing & Hunting",4,261,1.53256704980843
WISCONSIN,2021,Manufacturing,193,271,71.2177121771218
WISCONSIN,2021,Transportation & Warehousing,22,271,8.11808118081181
WISCONSIN,2021,"Mining, Quarrying, & Oil and Gas Extraction",1,271,0.3690036900369
WISCONSIN,2021,Accomodation & Food Services,6,271,2.2140221402214
WISCONSIN,2021,Construction,41,271,15.1291512915129
WISCONSIN,2021,Utilities,2,271,0.738007380073801
WISCONSIN,2021,"Agriculture, Forestry, Fishing & Hunting",6,271,2.2140221402214
WISCONSIN,2022,Manufacturing,157,214,73.3644859813084
WISCONSIN,2022,Transportation & Warehousing,23,214,10.7476635514019
WISCONSIN,2022,Construction,26,214,12.1495327102804
WISCONSIN,2022,Utilities,1,214,0.467289719626168
WISCONSIN,2022,"Agriculture, Forestry, Fishing & Hunting",7,214,3.27102803738318
WYOMING,2015,"Agriculture, Forestry, Fishing & Hunting",1,1,100
WYOMING,2016,Construction,1,2,50
WYOMING,2016,"Agriculture, Forestry, Fishing & Hunting",1,2,50
WYOMING,2017,Transportation & Warehousing,1,2,50
WYOMING,2017,"Mining, Quarrying, & Oil and Gas Extraction",1,2,50
WYOMING,2019,Transportation & Warehousing,1,1,100
WYOMING,2020,Transportation & Warehousing,2,2,100
WYOMING,2021,Transportation & Warehousing,1,1,100
WYOMING,2022,"Agriculture, Forestry, Fishing & Hunting",1,1,100
