state,year,industry_name,N,total,pct
NEW YORK,2016,Transportation & Warehousing,46,297,15.4882154882155
NEW YORK,2016,"Mining, Quarrying, & Oil and Gas Extraction",1,297,0.336700336700337
NEW YORK,2016,Accomodation & Food Services,9,297,3.03030303030303
NEW YORK,2016,Construction,110,297,37.037037037037
NEW YORK,2016,Utilities,5,297,1.68350168350168
NEW YORK,2016,"Agriculture, Forestry, Fishing & Hunting",5,297,1.68350168350168
NEW YORK,2017,Manufacturing,114,322,35.4037267080745
NEW YORK,2017,Transportation & Warehousing,49,322,15.2173913043478
NEW YORK,2017,"Mining, Quarrying, & Oil and Gas Extraction",1,322,0.31055900621118
NEW YORK,2017,Accomodation & Food Services,20,322,6.2111801242236
NEW YORK,2017,Construction,112,322,34.7826086956522
NEW YORK,2017,Utilities,13,322,4.03726708074534
NEW YORK,2017,"Agriculture, Forestry, Fishing & Hunting",13,322,4.03726708074534
NEW YORK,2018,Manufacturing,138,348,39.6551724137931
NEW YORK,2018,Transportation & Warehousing,41,348,11.7816091954023
NEW YORK,2018,"Mining, Quarrying, & Oil and Gas Extraction",2,348,0.574712643678161
NEW YORK,2018,Accomodation & Food Services,16,348,4.59770114942529
NEW YORK,2018,Construction,132,348,37.9310344827586
NEW YORK,2018,Utilities,11,348,3.16091954022989
NEW YORK,2018,"Agriculture, Forestry, Fishing & Hunting",8,348,2.29885057471264
NEW YORK,2019,Manufacturing,140,320,43.75
NEW YORK,2019,Transportation & Warehousing,47,320,14.6875
NEW YORK,2019,"Mining, Quarrying, & Oil and Gas Extraction",1,320,0.3125
NEW YORK,2019,Accomodation & Food Services,8,320,2.5
NEW YORK,2019,Construction,105,320,32.8125
NEW YORK,2019,Utilities,12,320,3.75
NEW YORK,2019,"Agriculture, Forestry, Fishing & Hunting",7,320,2.1875
NEW YORK,2020,Manufacturing,89,280,31.7857142857143
NEW YORK,2020,Transportation & Warehousing,60,280,21.4285714285714
NEW YORK,2020,Accomodation & Food Services,4,280,1.42857142857143
NEW YORK,2020,Construction,116,280,41.4285714285714
NEW YORK,2020,Utilities,2,280,0.714285714285714
NEW YORK,2020,"Agriculture, Forestry, Fishing & Hunting",9,280,3.21428571428571
NEW YORK,2021,Manufacturing,106,259,40.9266409266409
NEW YORK,2021,Transportation & Warehousing,45,259,17.3745173745174
NEW YORK,2021,"Mining, Quarrying, & Oil and Gas Extraction",2,259,0.772200772200772
NEW YORK,2021,Accomodation & Food Services,7,259,2.7027027027027
NEW YORK,2021,Construction,86,259,33.2046332046332
NEW YORK,2021,Utilities,6,259,2.31660231660232
NEW YORK,2021,"Agriculture, Forestry, Fishing & Hunting",7,259,2.7027027027027
NEW YORK,2022,Manufacturing,74,200,37
NEW YORK,2022,Transportation & Warehousing,28,200,14
NEW YORK,2022,Accomodation & Food Services,7,200,3.5
NEW YORK,2022,Construction,78,200,39
NEW YORK,2022,Utilities,5,200,2.5
NEW YORK,2022,"Agriculture, Forestry, Fishing & Hunting",8,200,4
NORTH CAROLINA,2015,Transportation & Warehousing,4,10,40
NORTH CAROLINA,2015,Accomodation & Food Services,1,10,10
NORTH CAROLINA,2015,Construction,5,10,50
NORTH CAROLINA,2016,Transportation & Warehousing,2,6,33.3333333333333
NORTH CAROLINA,2016,Accomodation & Food Services,1,6,16.6666666666667
NORTH CAROLINA,2016,Construction,3,6,50
NORTH CAROLINA,2017,Manufacturing,3,10,30
NORTH CAROLINA,2017,Transportation & Warehousing,6,10,60
NORTH CAROLINA,2017,Construction,1,10,10
NORTH CAROLINA,2018,Manufacturing,3,12,25
NORTH CAROLINA,2018,Transportation & Warehousing,4,12,33.3333333333333
NORTH CAROLINA,2018,Construction,5,12,41.6666666666667
NORTH CAROLINA,2019,Manufacturing,1,8,12.5
NORTH CAROLINA,2019,Transportation & Warehousing,3,8,37.5
NORTH CAROLINA,2019,"Mining, Quarrying, & Oil and Gas Extraction",1,8,12.5
NORTH CAROLINA,2019,Construction,3,8,37.5
NORTH CAROLINA,2020,Manufacturing,1,10,10
NORTH CAROLINA,2020,Transportation & Warehousing,7,10,70
NORTH CAROLINA,2020,Construction,2,10,20
NORTH CAROLINA,2021,Transportation & Warehousing,4,7,57.1428571428571
NORTH CAROLINA,2021,Construction,3,7,42.8571428571429
NORTH CAROLINA,2022,Manufacturing,1,6,16.6666666666667
NORTH CAROLINA,2022,Transportation & Warehousing,4,6,66.6666666666667
NORTH CAROLINA,2022,Construction,1,6,16.6666666666667
NORTH DAKOTA,2015,Manufacturing,21,106,19.811320754717
NORTH DAKOTA,2015,Transportation & Warehousing,8,106,7.54716981132076
NORTH DAKOTA,2015,"Mining, Quarrying, & Oil and Gas Extraction",46,106,43.3962264150943
NORTH DAKOTA,2015,Construction,28,106,26.4150943396226
NORTH DAKOTA,2015,Utilities,1,106,0.943396226415094
NORTH DAKOTA,2015,"Agriculture, Forestry, Fishing & Hunting",2,106,1.88679245283019
NORTH DAKOTA,2016,Manufacturing,14,67,20.8955223880597
NORTH DAKOTA,2016,Transportation & Warehousing,7,67,10.4477611940299
NORTH DAKOTA,2016,"Mining, Quarrying, & Oil and Gas Extraction",23,67,34.3283582089552
NORTH DAKOTA,2016,Accomodation & Food Services,1,67,1.49253731343284
NORTH DAKOTA,2016,Construction,16,67,23.8805970149254
NORTH DAKOTA,2016,Utilities,5,67,7.46268656716418
NORTH DAKOTA,2016,"Agriculture, Forestry, Fishing & Hunting",1,67,1.49253731343284
NORTH DAKOTA,2017,Manufacturing,15,88,17.0454545454545
NORTH DAKOTA,2017,Transportation & Warehousing,6,88,6.81818181818182
NORTH DAKOTA,2017,"Mining, Quarrying, & Oil and Gas Extraction",40,88,45.4545454545455
NORTH DAKOTA,2017,Construction,21,88,23.8636363636364
NORTH DAKOTA,2017,Utilities,3,88,3.40909090909091
NORTH DAKOTA,2017,"Agriculture, Forestry, Fishing & Hunting",3,88,3.40909090909091
NORTH DAKOTA,2018,Manufacturing,18,82,21.9512195121951
NORTH DAKOTA,2018,Transportation & Warehousing,3,82,3.65853658536585
NORTH DAKOTA,2018,"Mining, Quarrying, & Oil and Gas Extraction",39,82,47.5609756097561
NORTH DAKOTA,2018,Accomodation & Food Services,2,82,2.4390243902439
NORTH DAKOTA,2018,Construction,18,82,21.9512195121951
NORTH DAKOTA,2018,Utilities,2,82,2.4390243902439
NORTH DAKOTA,2019,Manufacturing,23,85,27.0588235294118
NORTH DAKOTA,2019,Transportation & Warehousing,4,85,4.70588235294118
NORTH DAKOTA,2019,"Mining, Quarrying, & Oil and Gas Extraction",37,85,43.5294117647059
NORTH DAKOTA,2019,Construction,19,85,22.3529411764706
NORTH DAKOTA,2019,"Agriculture, Forestry, Fishing & Hunting",2,85,2.35294117647059
NORTH DAKOTA,2020,Manufacturing,6,33,18.1818181818182
NORTH DAKOTA,2020,Transportation & Warehousing,1,33,3.03030303030303
NORTH DAKOTA,2020,"Mining, Quarrying, & Oil and Gas Extraction",10,33,30.3030303030303
NORTH DAKOTA,2020,Construction,14,33,42.4242424242424
NORTH DAKOTA,2020,Utilities,1,33,3.03030303030303
NORTH DAKOTA,2020,"Agriculture, Forestry, Fishing & Hunting",1,33,3.03030303030303
NORTH DAKOTA,2021,Manufacturing,16,58,27.5862068965517
NORTH DAKOTA,2021,Transportation & Warehousing,6,58,10.3448275862069
NORTH DAKOTA,2021,"Mining, Quarrying, & Oil and Gas Extraction",20,58,34.4827586206897
NORTH DAKOTA,2021,Construction,15,58,25.8620689655172
NORTH DAKOTA,2021,"Agriculture, Forestry, Fishing & Hunting",1,58,1.72413793103448
NORTH DAKOTA,2022,Manufacturing,15,41,36.5853658536585
NORTH DAKOTA,2022,"Mining, Quarrying, & Oil and Gas Extraction",14,41,34.1463414634146
NORTH DAKOTA,2022,Accomodation & Food Services,1,41,2.4390243902439
NORTH DAKOTA,2022,Construction,11,41,26.8292682926829
NORTHERN MARIANA ISLANDS,2015,Manufacturing,1,1,100
NORTHERN MARIANA ISLANDS,2016,Transportation & Warehousing,1,2,50
NORTHERN MARIANA ISLANDS,2016,Construction,1,2,50
NORTHERN MARIANA ISLANDS,2017,Accomodation & Food Services,1,1,100
NORTHERN MARIANA ISLANDS,2019,"Mining, Quarrying, & Oil and Gas Extraction",1,1,100
NORTHERN MARIANA ISLANDS,2020,Accomodation & Food Services,1,1,100
OHIO,2015,Manufacturing,333,497,67.0020120724346
OHIO,2015,Transportation & Warehousing,57,497,11.4688128772636
OHIO,2015,"Mining, Quarrying, & Oil and Gas Extraction",9,497,1.81086519114688
OHIO,2015,Accomodation & Food Services,10,497,2.01207243460765
OHIO,2015,Construction,74,497,14.8893360160966
OHIO,2015,Utilities,9,497,1.81086519114688
OHIO,2015,"Agriculture, Forestry, Fishing & Hunting",5,497,1.00603621730382
OHIO,2016,Manufacturing,361,577,62.5649913344887
OHIO,2016,Transportation & Warehousing,70,577,12.1317157712305
OHIO,2016,"Mining, Quarrying, & Oil and Gas Extraction",11,577,1.90641247833622
OHIO,2016,Accomodation & Food Services,15,577,2.59965337954939
OHIO,2016,Construction,113,577,19.5840554592721
OHIO,2016,Utilities,2,577,0.346620450606586
OHIO,2016,"Agriculture, Forestry, Fishing & Hunting",5,577,0.866551126516464
OHIO,2017,Manufacturing,387,578,66.9550173010381
OHIO,2017,Transportation & Warehousing,62,578,10.7266435986159
OHIO,2017,"Mining, Quarrying, & Oil and Gas Extraction",6,578,1.03806228373702
OHIO,2017,Accomodation & Food Services,9,578,1.55709342560554
OHIO,2017,Construction,105,578,18.1660899653979
OHIO,2017,Utilities,3,578,0.519031141868512
OHIO,2017,"Agriculture, Forestry, Fishing & Hunting",6,578,1.03806228373702
OHIO,2018,Manufacturing,392,615,63.739837398374
OHIO,2018,Transportation & Warehousing,71,615,11.5447154471545
OHIO,2018,"Mining, Quarrying, & Oil and Gas Extraction",6,615,0.975609756097561
OHIO,2018,Accomodation & Food Services,4,615,0.650406504065041
OHIO,2018,Construction,119,615,19.349593495935
OHIO,2018,Utilities,6,615,0.975609756097561
OHIO,2018,"Agriculture, Forestry, Fishing & Hunting",17,615,2.76422764227642
OHIO,2019,Manufacturing,370,598,61.8729096989967
OHIO,2019,Transportation & Warehousing,83,598,13.8795986622074
OHIO,2019,"Mining, Quarrying, & Oil and Gas Extraction",7,598,1.17056856187291
OHIO,2019,Accomodation & Food Services,11,598,1.83946488294314
OHIO,2019,Construction,112,598,18.7290969899666
OHIO,2019,Utilities,8,598,1.33779264214047
OHIO,2019,"Agriculture, Forestry, Fishing & Hunting",7,598,1.17056856187291
OHIO,2020,Manufacturing,313,490,63.8775510204082
OHIO,2020,Transportation & Warehousing,59,490,12.0408163265306
OHIO,2020,"Mining, Quarrying, & Oil and Gas Extraction",2,490,0.408163265306122
OHIO,2020,Accomodation & Food Services,8,490,1.63265306122449
OHIO,2020,Construction,91,490,18.5714285714286
OHIO,2020,Utilities,5,490,1.02040816326531
OHIO,2020,"Agriculture, Forestry, Fishing & Hunting",12,490,2.44897959183673
OHIO,2021,Manufacturing,307,495,62.020202020202
OHIO,2021,Transportation & Warehousing,59,495,11.9191919191919
OHIO,2021,"Mining, Quarrying, & Oil and Gas Extraction",6,495,1.21212121212121
OHIO,2021,Accomodation & Food Services,11,495,2.22222222222222
OHIO,2021,Construction,102,495,20.6060606060606
OHIO,2021,Utilities,5,495,1.01010101010101
OHIO,2021,"Agriculture, Forestry, Fishing & Hunting",5,495,1.01010101010101
OHIO,2022,Manufacturing,246,383,64.2297650130548
OHIO,2022,Transportation & Warehousing,59,383,15.4046997389034
OHIO,2022,"Mining, Quarrying, & Oil and Gas Extraction",3,383,0.783289817232376
OHIO,2022,Accomodation & Food Services,14,383,3.65535248041775
OHIO,2022,Construction,53,383,13.8381201044386
OHIO,2022,Utilities,3,383,0.783289817232376
OHIO,2022,"Agriculture, Forestry, Fishing & Hunting",5,383,1.30548302872063
OKLAHOMA,2015,Manufacturing,71,171,41.5204678362573
OKLAHOMA,2015,Transportation & Warehousing,20,171,11.6959064327485
OKLAHOMA,2015,"Mining, Quarrying, & Oil and Gas Extraction",33,171,19.2982456140351
OKLAHOMA,2015,Accomodation & Food Services,1,171,0.584795321637427
OKLAHOMA,2015,Construction,39,171,22.8070175438597
OKLAHOMA,2015,Utilities,1,171,0.584795321637427
OKLAHOMA,2015,"Agriculture, Forestry, Fishing & Hunting",6,171,3.50877192982456
OKLAHOMA,2016,Manufacturing,57,140,40.7142857142857
OKLAHOMA,2016,Transportation & Warehousing,14,140,10
OKLAHOMA,2016,"Mining, Quarrying, & Oil and Gas Extraction",14,140,10
OKLAHOMA,2016,Accomodation & Food Services,6,140,4.28571428571429
OKLAHOMA,2016,Construction,40,140,28.5714285714286
OKLAHOMA,2016,Utilities,1,140,0.714285714285714
OKLAHOMA,2016,"Agriculture, Forestry, Fishing & Hunting",8,140,5.71428571428571
OKLAHOMA,2017,Manufacturing,80,178,44.9438202247191
OKLAHOMA,2017,Transportation & Warehousing,11,178,6.17977528089888
OKLAHOMA,2017,"Mining, Quarrying, & Oil and Gas Extraction",36,178,20.2247191011236
OKLAHOMA,2017,Construction,36,178,20.2247191011236
OKLAHOMA,2017,Utilities,8,178,4.49438202247191
OKLAHOMA,2017,"Agriculture, Forestry, Fishing & Hunting",7,178,3.93258426966292
OKLAHOMA,2018,Manufacturing,78,188,41.4893617021277
OKLAHOMA,2018,Transportation & Warehousing,16,188,8.51063829787234
OKLAHOMA,2018,"Mining, Quarrying, & Oil and Gas Extraction",35,188,18.6170212765957
OKLAHOMA,2018,Accomodation & Food Services,4,188,2.12765957446809
OKLAHOMA,2018,Construction,48,188,25.531914893617
OKLAHOMA,2018,"Agriculture, Forestry, Fishing & Hunting",7,188,3.72340425531915
OKLAHOMA,2019,Manufacturing,62,158,39.2405063291139
OKLAHOMA,2019,Transportation & Warehousing,16,158,10.126582278481
OKLAHOMA,2019,"Mining, Quarrying, & Oil and Gas Extraction",29,158,18.3544303797468
OKLAHOMA,2019,Accomodation & Food Services,4,158,2.53164556962025
OKLAHOMA,2019,Construction,37,158,23.4177215189873
OKLAHOMA,2019,Utilities,5,158,3.16455696202532
OKLAHOMA,2019,"Agriculture, Forestry, Fishing & Hunting",5,158,3.16455696202532
OKLAHOMA,2020,Manufacturing,46,109,42.2018348623853
OKLAHOMA,2020,Transportation & Warehousing,12,109,11.0091743119266
OKLAHOMA,2020,"Mining, Quarrying, & Oil and Gas Extraction",8,109,7.3394495412844
OKLAHOMA,2020,Accomodation & Food Services,5,109,4.58715596330275
OKLAHOMA,2020,Construction,30,109,27.5229357798165
OKLAHOMA,2020,Utilities,4,109,3.6697247706422
OKLAHOMA,2020,"Agriculture, Forestry, Fishing & Hunting",4,109,3.6697247706422
OKLAHOMA,2021,Manufacturing,83,141,58.8652482269504
OKLAHOMA,2021,Transportation & Warehousing,15,141,10.6382978723404
OKLAHOMA,2021,"Mining, Quarrying, & Oil and Gas Extraction",9,141,6.38297872340426
OKLAHOMA,2021,Accomodation & Food Services,1,141,0.709219858156028
OKLAHOMA,2021,Construction,29,141,20.5673758865248
OKLAHOMA,2021,Utilities,3,141,2.12765957446809
OKLAHOMA,2021,"Agriculture, Forestry, Fishing & Hunting",1,141,0.709219858156028
OKLAHOMA,2022,Manufacturing,56,117,47.8632478632479
OKLAHOMA,2022,Transportation & Warehousing,11,117,9.4017094017094
OKLAHOMA,2022,"Mining, Quarrying, & Oil and Gas Extraction",16,117,13.6752136752137
OKLAHOMA,2022,Accomodation & Food Services,2,117,1.70940170940171
OKLAHOMA,2022,Construction,23,117,19.6581196581197
OKLAHOMA,2022,Utilities,4,117,3.41880341880342
OKLAHOMA,2022,"Agriculture, Forestry, Fishing & Hunting",5,117,4.27350427350427
OREGON,2015,Manufacturing,1,6,16.6666666666667
OREGON,2015,Transportation & Warehousing,2,6,33.3333333333333
OREGON,2015,"Mining, Quarrying, & Oil and Gas Extraction",1,6,16.6666666666667
OREGON,2015,Construction,1,6,16.6666666666667
OREGON,2015,"Agriculture, Forestry, Fishing & Hunting",1,6,16.6666666666667
OREGON,2016,Manufacturing,2,5,40
OREGON,2016,Transportation & Warehousing,1,5,20
OREGON,2016,Construction,1,5,20
OREGON,2016,"Agriculture, Forestry, Fishing & Hunting",1,5,20
OREGON,2017,Manufacturing,2,5,40
OREGON,2017,Accomodation & Food Services,1,5,20
OREGON,2017,Utilities,2,5,40
OREGON,2018,Transportation & Warehousing,1,2,50
OREGON,2018,Accomodation & Food Services,1,2,50
OREGON,2019,Transportation & Warehousing,1,4,25
OREGON,2019,Accomodation & Food Services,1,4,25
OREGON,2019,Construction,1,4,25
OREGON,2019,"Agriculture, Forestry, Fishing & Hunting",1,4,25
OREGON,2020,Manufacturing,1,4,25
OREGON,2020,Transportation & Warehousing,1,4,25
OREGON,2020,"Agriculture, Forestry, Fishing & Hunting",2,4,50
OREGON,2021,Manufacturing,1,2,50
OREGON,2021,"Agriculture, Forestry, Fishing & Hunting",1,2,50
OREGON,2022,Manufacturing,1,1,100
PENNSYLVANIA,2015,Manufacturing,338,551,61.3430127041742
PENNSYLVANIA,2015,Transportation & Warehousing,67,551,12.1597096188748
PENNSYLVANIA,2015,"Mining, Quarrying, & Oil and Gas Extraction",17,551,3.08529945553539
PENNSYLVANIA,2015,Accomodation & Food Services,15,551,2.72232304900182
PENNSYLVANIA,2015,Construction,105,551,19.0562613430127
PENNSYLVANIA,2015,Utilities,5,551,0.907441016333938
PENNSYLVANIA,2015,"Agriculture, Forestry, Fishing & Hunting",4,551,0.725952813067151
PENNSYLVANIA,2016,Manufacturing,312,539,57.8849721706865
PENNSYLVANIA,2016,Transportation & Warehousing,78,539,14.4712430426716
PENNSYLVANIA,2016,"Mining, Quarrying, & Oil and Gas Extraction",7,539,1.2987012987013
PENNSYLVANIA,2016,Accomodation & Food Services,13,539,2.41187384044527
PENNSYLVANIA,2016,Construction,110,539,20.4081632653061
PENNSYLVANIA,2016,Utilities,9,539,1.66975881261596
PENNSYLVANIA,2016,"Agriculture, Forestry, Fishing & Hunting",10,539,1.85528756957328
PENNSYLVANIA,2017,Manufacturing,330,606,54.4554455445545
PENNSYLVANIA,2017,Transportation & Warehousing,71,606,11.7161716171617
PENNSYLVANIA,2017,"Mining, Quarrying, & Oil and Gas Extraction",13,606,2.14521452145215
PENNSYLVANIA,2017,Accomodation & Food Services,25,606,4.12541254125413
PENNSYLVANIA,2017,Construction,144,606,23.7623762376238
PENNSYLVANIA,2017,Utilities,10,606,1.65016501650165
PENNSYLVANIA,2017,"Agriculture, Forestry, Fishing & Hunting",13,606,2.14521452145215
PENNSYLVANIA,2018,Manufacturing,348,626,55.5910543130991
PENNSYLVANIA,2018,Transportation & Warehousing,100,626,15.9744408945687
PENNSYLVANIA,2018,"Mining, Quarrying, & Oil and Gas Extraction",16,626,2.55591054313099
PENNSYLVANIA,2018,Accomodation & Food Services,16,626,2.55591054313099
PENNSYLVANIA,2018,Construction,128,626,20.4472843450479
PENNSYLVANIA,2018,Utilities,7,626,1.11821086261981
PENNSYLVANIA,2018,"Agriculture, Forestry, Fishing & Hunting",11,626,1.75718849840256
PENNSYLVANIA,2019,Manufacturing,296,539,54.9165120593692
PENNSYLVANIA,2019,Transportation & Warehousing,81,539,15.0278293135436
PENNSYLVANIA,2019,"Mining, Quarrying, & Oil and Gas Extraction",16,539,2.96846011131725
PENNSYLVANIA,2019,Accomodation & Food Services,14,539,2.5974025974026
PENNSYLVANIA,2019,Construction,113,539,20.9647495361781
PENNSYLVANIA,2019,Utilities,8,539,1.48423005565863
PENNSYLVANIA,2019,"Agriculture, Forestry, Fishing & Hunting",11,539,2.04081632653061
PENNSYLVANIA,2020,Manufacturing,243,489,49.6932515337423
PENNSYLVANIA,2020,Transportation & Warehousing,78,489,15.9509202453988
PENNSYLVANIA,2020,"Mining, Quarrying, & Oil and Gas Extraction",10,489,2.04498977505112
PENNSYLVANIA,2020,Accomodation & Food Services,15,489,3.06748466257669
PENNSYLVANIA,2020,Construction,119,489,24.3353783231084
PENNSYLVANIA,2020,Utilities,11,489,2.24948875255624
PENNSYLVANIA,2020,"Agriculture, Forestry, Fishing & Hunting",13,489,2.65848670756646
PENNSYLVANIA,2021,Manufacturing,263,478,55.0209205020921
PENNSYLVANIA,2021,Transportation & Warehousing,74,478,15.4811715481172
PENNSYLVANIA,2021,"Mining, Quarrying, & Oil and Gas Extraction",7,478,1.46443514644351
PENNSYLVANIA,2021,Accomodation & Food Services,15,478,3.13807531380753
PENNSYLVANIA,2021,Construction,110,478,23.0125523012552
PENNSYLVANIA,2021,Utilities,5,478,1.04602510460251
PENNSYLVANIA,2021,"Agriculture, Forestry, Fishing & Hunting",4,478,0.836820083682008
PENNSYLVANIA,2022,Manufacturing,213,383,55.6135770234987
PENNSYLVANIA,2022,Transportation & Warehousing,67,383,17.4934725848564
PENNSYLVANIA,2022,"Mining, Quarrying, & Oil and Gas Extraction",6,383,1.56657963446475
PENNSYLVANIA,2022,Accomodation & Food Services,14,383,3.65535248041775
PENNSYLVANIA,2022,Construction,71,383,18.5378590078329
PENNSYLVANIA,2022,Utilities,6,383,1.56657963446475
PENNSYLVANIA,2022,"Agriculture, Forestry, Fishing & Hunting",6,383,1.56657963446475
PUERTO RICO,2015,Transportation & Warehousing,1,2,50
PUERTO RICO,2015,Construction,1,2,50
PUERTO RICO,2016,Construction,1,1,100
PUERTO RICO,2018,Transportation & Warehousing,3,3,100
PUERTO RICO,2021,Transportation & Warehousing,1,1,100
PUERTO RICO,2022,Transportation & Warehousing,1,1,100
RHODE ISLAND,2015,Manufacturing,12,20,60
RHODE ISLAND,2015,Transportation & Warehousing,1,20,5
RHODE ISLAND,2015,Accomodation & Food Services,2,20,10
RHODE ISLAND,2015,Construction,5,20,25
RHODE ISLAND,2016,Manufacturing,10,15,66.6666666666667
RHODE ISLAND,2016,Accomodation & Food Services,1,15,6.66666666666667
RHODE ISLAND,2016,Construction,4,15,26.6666666666667
RHODE ISLAND,2017,Manufacturing,10,21,47.6190476190476
RHODE ISLAND,2017,Transportation & Warehousing,4,21,19.0476190476191
RHODE ISLAND,2017,Construction,7,21,33.3333333333333
RHODE ISLAND,2018,Manufacturing,16,30,53.3333333333333
RHODE ISLAND,2018,Transportation & Warehousing,2,30,6.66666666666667
RHODE ISLAND,2018,Accomodation & Food Services,1,30,3.33333333333333
RHODE ISLAND,2018,Construction,10,30,33.3333333333333
RHODE ISLAND,2018,Utilities,1,30,3.33333333333333
RHODE ISLAND,2019,Manufacturing,9,18,50
RHODE ISLAND,2019,Transportation & Warehousing,2,18,11.1111111111111
RHODE ISLAND,2019,Accomodation & Food Services,1,18,5.55555555555556
RHODE ISLAND,2019,Construction,6,18,33.3333333333333
RHODE ISLAND,2020,Manufacturing,14,27,51.8518518518519
RHODE ISLAND,2020,Transportation & Warehousing,6,27,22.2222222222222
RHODE ISLAND,2020,Construction,6,27,22.2222222222222
RHODE ISLAND,2020,Utilities,1,27,3.7037037037037
RHODE ISLAND,2021,Manufacturing,4,14,28.5714285714286
RHODE ISLAND,2021,Transportation & Warehousing,3,14,21.4285714285714
RHODE ISLAND,2021,Accomodation & Food Services,1,14,7.14285714285714
RHODE ISLAND,2021,Construction,6,14,42.8571428571429
RHODE ISLAND,2022,Manufacturing,2,12,16.6666666666667
RHODE ISLAND,2022,Transportation & Warehousing,1,12,8.33333333333333
RHODE ISLAND,2022,Accomodation & Food Services,1,12,8.33333333333333
RHODE ISLAND,2022,Construction,8,12,66.6666666666667
SOUTH CAROLINA,2015,Manufacturing,2,9,22.2222222222222
SOUTH CAROLINA,2015,Transportation & Warehousing,6,9,66.6666666666667
SOUTH CAROLINA,2015,Construction,1,9,11.1111111111111
SOUTH CAROLINA,2016,Transportation & Warehousing,1,3,33.3333333333333
SOUTH CAROLINA,2016,Construction,2,3,66.6666666666667
SOUTH CAROLINA,2017,Manufacturing,2,8,25
SOUTH CAROLINA,2017,Transportation & Warehousing,4,8,50
SOUTH CAROLINA,2017,Construction,2,8,25
SOUTH CAROLINA,2018,Transportation & Warehousing,3,4,75
SOUTH CAROLINA,2018,Construction,1,4,25
SOUTH CAROLINA,2019,Manufacturing,2,8,25
SOUTH CAROLINA,2019,Transportation & Warehousing,6,8,75
SOUTH CAROLINA,2020,Manufacturing,2,3,66.6666666666667
SOUTH CAROLINA,2020,Transportation & Warehousing,1,3,33.3333333333333
SOUTH CAROLINA,2021,Manufacturing,2,7,28.5714285714286
SOUTH CAROLINA,2021,Transportation & Warehousing,4,7,57.1428571428571
SOUTH CAROLINA,2021,Utilities,1,7,14.2857142857143
SOUTH CAROLINA,2022,Transportation & Warehousing,3,5,60
SOUTH CAROLINA,2022,Construction,1,5,20
SOUTH CAROLINA,2022,"Agriculture, Forestry, Fishing & Hunting",1,5,20
SOUTH DAKOTA,2015,Manufacturing,27,40,67.5
SOUTH DAKOTA,2015,Transportation & Warehousing,1,40,2.5
SOUTH DAKOTA,2015,Construction,12,40,30
SOUTH DAKOTA,2016,Manufacturing,25,47,53.1914893617021
SOUTH DAKOTA,2016,Transportation & Warehousing,1,47,2.12765957446809
SOUTH DAKOTA,2016,Accomodation & Food Services,1,47,2.12765957446809
SOUTH DAKOTA,2016,Construction,15,47,31.9148936170213
SOUTH DAKOTA,2016,Utilities,1,47,2.12765957446809
SOUTH DAKOTA,2016,"Agriculture, Forestry, Fishing & Hunting",4,47,8.51063829787234
SOUTH DAKOTA,2017,Manufacturing,33,62,53.2258064516129
SOUTH DAKOTA,2017,Transportation & Warehousing,2,62,3.2258064516129
SOUTH DAKOTA,2017,Accomodation & Food Services,2,62,3.2258064516129
SOUTH DAKOTA,2017,Construction,20,62,32.258064516129
SOUTH DAKOTA,2017,Utilities,2,62,3.2258064516129
SOUTH DAKOTA,2017,"Agriculture, Forestry, Fishing & Hunting",3,62,4.83870967741936
SOUTH DAKOTA,2018,Manufacturing,20,44,45.4545454545455
SOUTH DAKOTA,2018,Transportation & Warehousing,3,44,6.81818181818182
SOUTH DAKOTA,2018,"Mining, Quarrying, & Oil and Gas Extraction",1,44,2.27272727272727
SOUTH DAKOTA,2018,Accomodation & Food Services,1,44,2.27272727272727
SOUTH DAKOTA,2018,Construction,14,44,31.8181818181818
SOUTH DAKOTA,2018,Utilities,1,44,2.27272727272727
SOUTH DAKOTA,2018,"Agriculture, Forestry, Fishing & Hunting",4,44,9.09090909090909
SOUTH DAKOTA,2019,Manufacturing,24,53,45.2830188679245
SOUTH DAKOTA,2019,Transportation & Warehousing,4,53,7.54716981132076
SOUTH DAKOTA,2019,"Mining, Quarrying, & Oil and Gas Extraction",1,53,1.88679245283019
SOUTH DAKOTA,2019,Accomodation & Food Services,1,53,1.88679245283019
SOUTH DAKOTA,2019,Construction,16,53,30.188679245283
SOUTH DAKOTA,2019,Utilities,2,53,3.77358490566038
SOUTH DAKOTA,2019,"Agriculture, Forestry, Fishing & Hunting",5,53,9.43396226415094
SOUTH DAKOTA,2020,Manufacturing,14,32,43.75
SOUTH DAKOTA,2020,Transportation & Warehousing,3,32,9.375
SOUTH DAKOTA,2020,Construction,12,32,37.5
SOUTH DAKOTA,2020,Utilities,2,32,6.25
SOUTH DAKOTA,2020,"Agriculture, Forestry, Fishing & Hunting",1,32,3.125
SOUTH DAKOTA,2021,Manufacturing,17,30,56.6666666666667
SOUTH DAKOTA,2021,Transportation & Warehousing,2,30,6.66666666666667
SOUTH DAKOTA,2021,Accomodation & Food Services,1,30,3.33333333333333
SOUTH DAKOTA,2021,Construction,8,30,26.6666666666667
SOUTH DAKOTA,2021,Utilities,2,30,6.66666666666667
SOUTH DAKOTA,2022,Manufacturing,19,36,52.7777777777778
SOUTH DAKOTA,2022,Transportation & Warehousing,2,36,5.55555555555556
